354,17,42,2,1
355,61,2,1,1
356,86,93,2,1
357,69,51,1,1
358,12,26,1,1
359,4,12,2,2
360,77,95,1,1
361,10,52,2,1
362,10,14,2,2
363,25,10,1,2
364,36,63,2,1
365,32,69,2,1
366,81,30,2,1
367,47,2,1,1
368,73,9,2,1
369,6,27,2,1
370,39,56,1,1
371,69,92,2,1
372,57,6,1,1
373,61,25,2,1
374,59,64,2,9
375,42,33,2,1
376,55,23,2,1
377,95,97,1,1
378,57,55,2,1
379,97,86,1,10
380,22,24,1,1
381,93,78,1,1
382,87,97,2,1
383,98,46,2,1
384,86,49,1,1
385,24,65,1,1
386,59,81,2,1
387,97,1,1,13
388,42,43,1,1
389,25,58,2,1
390,49,85,2,1
391,56,43,1,1
392,68,8,2,1
393,89,17,2,1
394,9,43,1,1
395,11,36,2,1
396,80,8,2,1
397,7,47,1,1
398,28,98,1,1
399,21,54,2,1
400,96,84,2,10
401,52,45,2,1
402,31,94,2,1
403,18,79,2,1
404,33,89,1,1
405,49,93,1,1
406,13,49,2,1
407,62,35,2,1
408,83,30,2,1
409,15,20,1,1
410,21,65,2,1
411,49,9,1,1
412,21,78,2,1
413,94,21,2,1
414,43,45,2,1
415,67,36,2,1
416,56,12,2,1
417,27,69,2,1
418,8,14,2,2
419,82,88,1,1
420,6,29,1,1
421,49,62,1,1
422,72,11,1,1
423,19,39,1,1
424,91,43,2,1
425,46,87,2,1
426,51,56,2,1
427,70,83,2,1
428,46,64,2,1
429,38,1,1,1
430,95,94,2,1
431,24,36,2,1
432,44,2,1,1
433,7,84,1,1
434,64,48,1,1
435,61,46,1,1
436,98,61,2,3
437,72,6,2,1
438,4,2,2,2
439,66,48,1,1
440,92,26,2,1
441,98,62,1,3
442,32,7,1,2
443,22,50,2,1
444,91,52,2,1
445,87,15,2,1
446,22,3,2,2
447,88,45,2,1
448,83,49,2,1
449,83,36,1,1
450,26,47,1,1
451,9,46,1,1
452,41,95,1,1
453,4,41,1,1
454,51,76,2,7
455,42,40,2,1
456,71,34,1,1
457,88,9,1,1
458,83,32,2,1
459,61,48,1,1
460,91,41,1,1
461,37,79,2,1
462,14,0,2,14
463,20,98,1,1
464,99,69,1,3
465,75,39,1,1
466,45,59,2,1
467,95,87,2,10
468,82,67,2,1
469,94,51,2,1
470,0,33,2,1
471,85,4,2,1
472,94,96,2,1
473,86,53,2,1
474,25,78,2,1
475,72,98,1,1
476,78,2,2,1
477,80,35,2,1
478,91,18,1,1
479,36,16,1,1
480,6,81,1,1
481,44,99,2,1
482,78,48,1,1
483,90,95,2,1
484,5,91,1,1
485,57,70,1,7
486,65,85,1,1
487,46,17,2,1
488,84,80,2,1
489,79,2,1,1
490,74,76,2,1
491,27,95,1,1
492,65,22,1,1
493,86,55,1,1
494,73,45,1,1
495,40,22,1,1
496,36,55,1,1
497,33,99,2,1
498,81,26,2,1
499,29,90,1,1
